"objid","gefaess_id","bemerkung","gefaesstyp","auspraegung_1","auspraegung_2","auspraegung_3","auspraegung_4","auspraegung_5","dimension","ort","region","saison","gefaesstyp_txt","auspraegung_1_txt","auspraegung_2_txt","auspraegung_3_txt","auspraegung_4_txt","auspraegung_5_txt","region_txt","saison_txt","dimension_txt","geometry"
"1341","1659","","5","8","12","1","1","1","4","VBZ Militärstrasse","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682254.5 1248232.2)"
"1342","1660","","5","12","8","1","1","1","4","VBZ Militärstrasse","2","0","Abfallhai","Sackrollenhalter","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682270.5 1248203)"
"1343","5762","","5","12","8","1","1","1","4","Langstrasse 230","2","0","Abfallhai","Sackrollenhalter","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682463.5 1248628.6)"
"1344","5763","","5","12","8","9","1","1","4","Josefstrasse 92","2","0","Abfallhai","Sackrollenhalter","Ascher","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682459.5 1248618)"
"1345","1663","","5","12","1","1","1","1","4","Brauerstrasse 1","2","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682315.5 1247909.2)"
"1346","1664","","5","9","8","12","1","1","4","Zeughaushof","2","0","Abfallhai","Dispenser_Dog","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682438.5 1248001.9)"
"1347","4162","","5","8","12","1","1","1","4","Eduard-Imhof-Strasse","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682627.8 1252079)"
"1348","1666","","5","9","1","1","1","1","4","Zeughaushof","2","0","Abfallhai","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682391 1247938)"
"1349","5764","","5","8","12","1","1","1","4","VBZ Sihlpost","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682745.8 1247848.4)"
"1350","1668","","5","9","1","1","1","1","4","Zeughaushof","2","0","Abfallhai","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682398 1247883.8)"
"1351","4163","","5","8","9","12","1","1","4","Eduard-Imhof-Strasse","0","0","Abfallhai","Ascher","Dispenser_Dog","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2682614 1252072.1)"
"1352","4221","","5","1","1","1","1","1","4","MFO-Park","0","0","Abfallhai","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683106.8 1251867.8)"
"1353","1673","","4","17","9","3","1","1","2","Zeughaushof","2","0","Zuerikuebel","andere","Dispenser_Dog","Block","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2682432 1247950.9)"
"1354","4222","","5","8","1","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683123.2 1251857.6)"
"1355","1675","","5","9","1","1","1","1","4","Zeughaushof","2","0","Abfallhai","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682482.2 1247955.9)"
"1356","5767","","5","8","12","1","1","1","4","VBZ Sihlpost","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682756.8 1247844.6)"
"1357","4223","","5","8","1","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683128.8 1251880.5)"
"1358","4224","","5","8","1","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683156.2 1251846.4)"
"1359","1679","","5","1","1","1","1","1","4","Kasernenwiese","2","0","Abfallhai","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682535.8 1247952.9)"
"1360","4225","","5","8","9","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683143.2 1251868.5)"
"1361","1682","","5","9","1","1","1","1","4","Kasernenwiese","2","0","Abfallhai","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682620.2 1247869.6)"
"1362","4226","","5","8","1","1","1","1","4","MFO-Park","0","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683165 1251833)"
"1363","5768","","5","8","12","1","1","1","4","Kasernenstrasse 49","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682647.8 1247734.5)"
"1364","5769","","5","8","12","1","1","1","4","Kasernenstrasse 49","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682683.8 1247745.4)"
"1365","1686","","5","8","12","1","1","1","4","VBZ Sihlpost","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682760.8 1247862.1)"
"1366","1687","","5","8","12","1","1","1","4","VBZ Sihlpost","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682767.2 1247855.6)"
"1367","1690","","5","8","12","1","1","1","4","Kasernenstrasse 97","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682834 1247956.5)"
"1368","1691","","5","12","1","1","1","1","4","Kasernenstrasse 101","2","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682900.2 1248056.4)"
"1369","5770","","5","8","12","9","1","1","4","Kasernenstrasse","2","0","Abfallhai","Ascher","Sackrollenhalter","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2682726.8 1247800.2)"
"1370","5787","","5","12","8","1","1","1","4","Sechseläutenplatz","1","0","Abfallhai","Sackrollenhalter","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2683623 1246768.2)"
"1371","5788","","5","12","8","9","1","1","4","Sechseläutenplatz","1","0","Abfallhai","Sackrollenhalter","Ascher","Dispenser_Dog","keine_Auspraegung","keine_Auspraegung","Region_Sued","ganzjaehrig","L150","POINT (2683641.8 1246673)"
"1372","1496","","4","17","8","1","1","1","2","VBZ Triemli","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2679808.5 1246881.9)"
"1373","1497","","4","17","8","1","1","1","2","VBZ Triemli","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2679842.2 1246895.8)"
"1374","6921","","5","8","12","1","1","1","4","VBZ Oerlikon Nord","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683376.2 1251827.8)"
"1375","1499","","5","8","12","1","1","1","4","VBZ Triemli","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2679818.5 1246881.9)"
"1376","1500","","5","12","1","1","1","1","4","VBZ Triemli","2","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2679838.5 1246887.4)"
"1377","1501","","5","12","1","1","1","1","4","VBZ Triemli","2","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2679838 1246877.1)"
"1378","1502","","5","8","1","1","1","1","4","VBZ Triemli","2","0","Abfallhai","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2679827 1246870.5)"
"1379","1503","","4","17","8","1","1","1","2","Hohensteinweg","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2679828.5 1246843.9)"
"1380","1504","","4","17","8","1","1","1","2","Paul-Clairmont-Strasse","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2679859.5 1246856.8)"
"1381","1505","","4","17","8","1","1","1","2","VBZ Triemli","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2679844.2 1246923.4)"
"1382","1506","","4","6","1","1","1","1","2","VBZ Triemli","2","0","Zuerikuebel","Generation_3","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2679831.2 1246924.9)"
"1383","1507","","5","12","1","1","1","1","4","VBZ Triemli","2","0","Abfallhai","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2679815.2 1246923.6)"
"1384","6922","","5","8","12","1","1","1","4","VBZ Oerlikon Nord","0","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_Nord","ganzjaehrig","L150","POINT (2683401.5 1251841.2)"
"1385","1509","","4","17","8","1","1","1","2","Grünanlage Triemli","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2679872.2 1246946.2)"
"1386","1510","","3","3","1","1","1","1","0","Triemli Fussweg","2","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","unbekannt","POINT (2679918.2 1246998.9)"
"1387","1511","","5","8","12","1","1","1","4","Triemli Fussweg","2","0","Abfallhai","Ascher","Sackrollenhalter","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L150","POINT (2679925 1246996.8)"
"1388","1512","","4","17","8","1","1","1","2","Triemli Fussweg","2","0","Zuerikuebel","andere","Ascher","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","L70","POINT (2680008.8 1247053.4)"
"1389","1513","","3","3","1","1","1","1","0","Triemli Fussweg","2","0","Dispenser","Block","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","keine_Auspraegung","Region_West","ganzjaehrig","unbekannt","POINT (2680046 1247075.9)"
